Data (mV)

-9,399
-10,107
-10,977
-11,974
-13,035
-14,082
-15,03
-15,803
-16,342
-16,618
-16,631
-16,416
-16,027
-15,531
-14,991
-14,455
-13,952
-13,492
-13,079
-12,722
-12,439
-12,255
-12,185
-12,229
-12,366
-12,56
-12,773
-12,969
-13,13
-13,259
-13,377
-13,515
-13,688
-13,894
-14,107
-14,294
-14,429
-14,502
-14,518
-14,493
-14,446
-14,391
-14,335
-14,272
-14,184
-14,038
-13,803
-13,458
-12,994
-12,415
-11,737
-10,984
-10,184
-9,36
-8,531
-7,711
-6,912
-6,152
-5,457
-4,861
-4,394
-4,075
-3,906
-3,862
-3,903
-3,976
-4,03
-4,02
-3,917
-3,704
-3,379
-2,942
-2,389
-1,71
-0,891
0,073
1,167
2,347
3,534
4,632
5,537
6,161
6,441
6,346
5,874
5,054
3,934
2,579
1,054
-0,572
-2,24
-3,897
-5,501
-7,024
-8,445
-9,757
-10,956
-12,048
-13,036
-13,92
-14,688
-15,326
-15,825
-16,198
-16,481
-16,727
-16,98
-17,271
-17,61
-17,996
-18,422
-18,876
-19,337
-19,785
-20,201
-20,576
-20,911
-21,212
-21,492
-21,764
-22,041
-22,326
-22,605
-22,848
-23,004
-23,02
-22,848
-22,464
-21,874
-21,112
-20,229
-19,293
-18,37
-17,519
-16,778
-16,154
-15,624
-15,148
-14,678
-14,163
-13,556
-12,82
-11,928
-10,882
-9,709
-8,46
-7,188
-5,936
-4,722
-3,546
-2,393
-1,246
-0,091
1,077
2,258
3,44
4,6
5,707
6,728
7,638
8,433
9,132
9,767
10,366
10,932
11,439
11,836
12,067
12,082
11,843
11,324
10,518
9,435
8,109
6,592
4,948
3,23
1,478
-0,285
-2,052
-3,819
-5,579
-7,329
-9,07
-10,813
-12,584
-14,412
-16,314
-18,287
-20,302
-22,313
-24,267
-26,103
-27,767
-29,209
-30,402
-31,351
-32,097
-32,712
-33,276
-33,86
-34,506
-35,227
-36,005
-36,8
-37,56
-38,231
-38,763
-39,125
-39,296
-39,273
-39,07
-38,721
-38,277
-37,799
-37,343
-36,949
-36,636
-36,401
-36,211
-36,009
-35,713
-35,239
-34,513
-33,489
-32,161
-30,562
-28,759
-26,838
-24,887
-22,987
-21,203
-19,57
-18,095
-16,754
-15,511
-14,333
-13,208
-12,142
-11,162
-10,302
-9,593
-9,053
-8,685
-8,474
-8,394
-8,413
-8,503
-8,646
-8,837
-9,081
-9,388
-9,768
-10,224
-10,748
-11,324
-11,926
-12,526
-13,103
-13,649
-14,174
-14,705
-15,272
-15,903
-16,618
-17,432
-18,347
-19,358
-20,439
-21,55
-22,63
-23,614
-24,43
-25,017
-25,328
-25,342
-25,064
-24,533
-23,819
-23
-22,158
-21,353
-20,628
-19,998
-19,458
-18,996
-18,599
-18,269
-18,021
-17,877
-17,856
-17,975
-18,246
-18,668
-19,231
-19,907
-20,659
-21,442
-22,216
-22,946
-23,617
-24,232
-24,808
-25,366
-25,916
-26,453
-26,957
-27,396
-27,744
-27,979
-28,092
-28,079
-27,939
-27,676
-27,304
-26,844
-26,326
-25,781
-25,24
-24,732
-24,277
-23,884
-23,541
-23,219
-22,878
-22,47
-21,946
-21,249
-20,331
-19,159
-17,728
-16,067
-14,236
-12,323
-10,423
-8,633
-7,034
-5,689
-4,642
-3,918
-3,525
-3,46
-3,708
-4,239
-5,008
-5,961
-7,044
-8,208
-9,415
-10,642
-11,877
-13,12
-14,372
-15,634
-16,896
-18,127
-19,279
-20,292
-21,112
-21,706
-22,072
-22,247
-22,298
-22,312
-22,37
-22,525
-22,8
-23,185
-23,652
-24,162
-24,681
-25,181
-25,649
-26,081
-26,476
-26,829
-27,129
-27,367
-27,536
-27,635
-27,667
-27,629
-27,51
-27,285
-26,924
-26,398
-25,692
-24,815
-23,801
-22,704
-21,585
-20,504
-19,513
-18,67
-18,036
-17,685
-17,678
-18,052
-18,809
-19,922
-21,338
-22,98
-24,746
-26,502
-28,092
-29,358
-30,164
-30,425
-30,118
-29,287
-28,035
-26,513
-24,89
-23,33
-21,974
-20,918
-20,212
-19,86
-19,835
-20,086
-20,552
-21,166
-21,854
-22,546
-23,182
-23,724
-24,16
-24,507
-24,8
-25,09
-25,432
-25,874
-26,447
-27,154
-27,974
-28,865
-29,77
-30,624
-31,363
-31,933
-32,297
-32,443
-32,375
-32,103
-31,637
-30,983
-30,15
-29,161
-28,061
-26,912
-25,783
-24,74
-23,833
-23,095
-22,535
-22,149
-21,918
-21,82
-21,828
-21,915
-22,06
-22,253
-22,494
-22,784
-23,119
-23,48
-23,831
-24,13
-24,334
-24,409
-24,335
-24,125
-23,826
-23,513
-23,265
-23,134
-23,133
-23,228
-23,353
-23,436
-23,423
-23,294
-23,062
-22,76
-22,425
-22,079
-21,719
-21,32
-20,844
-20,256
-19,531
-18,659
-17,659
-16,577
-15,487
-14,485
-13,669
-13,121
-12,887
-12,973
-13,338
-13,902
-14,565
-15,222
-15,772
-16,129
-16,229
-16,034
-15,541
-14,779
-13,801
-12,675
-11,476
-10,276
-9,141
-8,119
-7,244
-6,523
-5,941
-5,465
-5,051
-4,66
-4,258
-3,816
-3,313
-2,737
-2,087
-1,369
-0,593
0,229
1,083
1,948
2,794
3,589
4,296
4,877
5,296
5,514
5,503
5,248
4,753
4,045
3,172
2,199
1,199
0,244
-0,601
-1,283
-1,771
-2,054
-2,145
-2,074
-1,892
-1,659
-1,443
-1,304
-1,292
-1,428
-1,7
-2,056
-2,419
-2,703
-2,828
-2,75
-2,465
-2,023
-1,515
-1,053
-0,735
-0,624
-0,74
-1,074
-1,597
-2,271
-3,053
-3,901
-4,774
-5,64
-6,482
-7,292
-8,066
-8,8
-9,481
-10,09
-10,601
-10,987
-11,224
-11,303
-11,234
-11,046
-10,78
-10,477
-10,17
-9,882
-9,629
-9,421
-9,27
-9,195
-9,222
-9,374
-9,665
-10,094
-10,638
-11,262
-11,91
-12,522
-13,037
-13,415
-13,645
-13,738
-13,72
-13,615
-13,449
-13,247
-13,036
-12,844
-12,697
-12,608
-12,576
-12,589
-12,629
-12,679
-12,739
-12,821
-12,948
-13,14
-13,399
-13,706
-14,014
-14,266
-14,398
-14,364
-14,157
-13,813
-13,404
-13,016
-12,718
-12,542
-12,485
-12,51
-12,56
-12,565
-12,457
-12,187
-11,732
-11,1
-10,327
-9,48
-8,644
-7,911
-7,357
-7,027
-6,93
-7,038
-7,3
-7,655
-8,05
-8,447
-8,828
-9,197
-9,572
-9,974
-10,428
-10,947
-11,531
-12,161
-12,792
-13,364
-13,804
-14,043
-14,024
-13,718
-13,113
-12,215
-11,034
-9,581
-7,878
-5,965
-3,911
-1,817
0,201
2,025
3,552
4,707
5,459
5,821
5,847
5,619
5,237
4,793
4,368
4,01
3,737
3,538
3,383
3,236
3,065
2,853
2,603
2,334
2,075
1,86
1,718
1,662
1,687
1,776
1,911
2,089
2,324
2,64
3,063
3,608
4,268
5,007
5,767
6,475
7,051
7,426
7,549
7,402
7,003
6,41
5,711
5,013
4,419
4,008
3,817
3,839
4,034
4,345
4,719
5,117
5,529
5,963
6,437
6,963
7,547
8,182
8,859
9,555
10,244
10,895
11,483
11,998
12,439
12,818
13,15
13,451
13,741
14,04
14,366
14,728
15,114
15,499
15,851
16,143
16,363
16,507
16,574
16,567
16,493
16,363
16,192
15,996
15,792
15,591
15,399
15,218
15,049
14,892
14,74
14,574
14,365
14,072
13,652
13,066
12,293
11,332
10,208
8,966
7,661
6,353
5,104
3,972
3,007
2,244
1,704
1,391
1,297
1,414
1,737
2,27
3,021
3,991
5,168
6,518
7,991
9,529
11,08
12,607
14,087
15,505
16,849
18,114
19,298
20,401
21,422
22,356
23,188
23,901
24,481
24,922
25,236
25,444
25,569
25,628
25,637
25,608
25,559
25,509
25,479
25,482
25,521
25,593
25,687
25,796
25,92
26,072
26,281
26,583
27,015
27,604
28,355
29,249
30,239
31,25
32,187
32,952
33,466
33,692
33,629
33,301
32,739
31,967
31
29,841
28,488
26,943
25,212
23,315
21,293
19,201
17,106
15,078
13,177
11,453
9,938
8,649
7,591
6,757
6,129
5,68
5,374
5,169
5,031
4,938
4,891
4,899
4,972
5,109
5,297
5,518
5,76
6,022
6,303
6,6
6,906
7,21
7,5
7,762
7,987
8,169
8,309
8,405
8,456
8,458
8,41
8,329
8,246
8,199
8,226
8,348
8,565
8,86
9,197
9,523
9,782
9,929
9,943
9,837
9,648
9,422
9,2
9,014
8,874
8,772
8,688
8,601
8,498
8,383
8,275
8,207
8,214
8,32
8,519
8,773
9,008
9,134
9,063
8,728
8,097
7,174
5,99
4,598
3,062
1,448
-0,177
-1,751
-3,21
-4,486
-5,516
-6,256
-6,689
-6,838
-6,76
-6,536
-6,255
-6,001
-5,839
-5,811
-5,934
-6,211
-6,632
-7,18
-7,816
-8,484
-9,108
-9,609
-9,92
-9,998
-9,835
-9,449
-8,883
-8,19
-7,428
-6,644
-5,875
-5,145
-4,462
-3,828
-3,239
-2,699
-2,213
-1,785
-1,416
-1,107
-0,86
-0,68
-0,572
-0,531
-0,542
-0,593
-0,668
-0,76
-0,863
-0,976
-1,106
-1,258
-1,436
-1,64
-1,86
-2,086
-2,303
-2,489
-2,62
-2,671
-2,62
-2,461
-2,2
-1,855
-1,449
-1,011
-0,574
-0,168
0,181
0,464
0,687
0,866
1,029
1,194
1,374
1,572
1,782
1,994
2,186
2,332
2,407
2,395
2,29
2,1
1,84
1,536
1,223
0,95
0,776
0,758
0,937
1,33
1,931
2,711
3,633
4,653
5,73
6,829
7,928
9,014
10,085
11,144
12,196
13,239
14,268
15,271
16,229
17,112
17,891
18,541
19,05
19,418
19,654
19,762
19,741
19,579
19,262
18,776
18,117
17,291
16,313
15,192
13,931
12,529
10,99
9,322
7,544
5,683
3,773
1,864
0,01
-1,736
-3,331
-4,742
-5,952
-6,959
-7,77
-8,403
-8,88
-9,222
-9,453
-9,607
-9,733
-9,887
-10,121
-10,465
-10,917
-11,449
-12,016
-12,57
-13,068
-13,487
-13,814
-14,057
-14,231
-14,363
-14,482
-14,622
-14,804
-15,037
-15,311
-15,594
-15,846
-16,028
-16,118
-16,104
-15,984
-15,76
-15,438
-15,027
-14,546
-14,012
-13,445
-12,86
-12,255
-11,611
-10,9
-10,1
-9,204
-8,23
-7,222
-6,233
-5,319
-4,522
-3,854
-3,292
-2,78
-2,25
-1,636
-0,896
-0,018
0,966
1,993
2,977
3,838
4,525
5,025
5,362
5,582
5,73
5,845
5,946
6,041
6,123
6,18
6,198
6,166
6,077
5,934
5,755
5,579
5,462
5,462
5,621
5,949
6,419
6,976
7,553
8,09
8,542
8,884
9,109
9,232
9,287
9,317
9,362
9,45
9,592
9,785
10,011
10,242
10,443
10,585
10,661
10,685
10,686
10,697
10,745
10,842
10,988
11,175
11,4
11,674
12,021
12,474
13,066
13,818
14,726
15,75
16,817
17,829
18,682
19,294
19,62
19,647
19,392
18,885
18,168
17,295
16,329
15,343
14,408
13,598
12,971
12,56
12,367
12,367
12,511
12,748
13,023
13,285
13,479
13,545
13,435
13,121
12,614
11,953
11,199
10,41
9,634
8,905
8,245
7,674
7,202
6,832
6,55
6,324
6,111
5,863
5,538
5,105
4,553
3,889
3,142
2,354
1,577
0,871
0,301
-0,061
-0,15
0,084
0,669
1,603
2,847
4,326
5,934
7,556
9,077
10,399
11,458
12,23
12,729
12,998
13,095
13,076
12,994
12,884
12,763
12,628
12,457
12,213
11,854
11,349
10,684
9,872
8,946
7,952
6,927
5,896
4,864
3,82
2,745
1,619
0,427
-0,832
-2,142
-3,474
-4,792
-6,068
-7,285
-8,441
-9,537
-10,557
-11,458
-12,165
-12,593
-12,672
-12,375
-11,728
-10,801
-9,698
-8,54
-7,44
-6,486
-5,726
-5,168
-4,783
-4,521
-4,32
-4,11
-3,83
-3,429
-2,881
-2,177
-1,329
-0,362
0,684
1,755
2,794
3,751
4,594
5,316
5,934
6,485
7,005
7,529
8,078
8,654
9,246
9,831
10,385
10,891
11,349
11,777
12,211
12,706
13,325
14,123
15,129
16,328
17,671
19,078
20,46
21,736
22,842
23,742
24,41
24,824
24,948
24,74
24,172
23,24
21,978
20,45
18,739
16,937
15,131
13,398
11,798
10,368
9,13
8,089
7,239
6,552
5,982
5,466
4,94
4,346
3,642
2,806
1,836
0,757
-0,382
-1,51
-2,542
-3,392
-3,982
-4,256
-4,189
-3,791
-3,1
-2,18
-1,115
-0,003
1,055
1,966
2,648
3,031
3,061
2,705
1,966
0,889
-0,437
-1,89
-3,331
-4,632
-5,694
-6,456
-6,904
-7,07
-7,022
-6,851
-6,645
-6,473
-6,369
-6,338
-6,362
-6,409
-6,437
-6,398
-6,242
-5,928
-5,427
-4,728
-3,837
-2,778
-1,586
-0,311
0,995
2,277
3,492
4,61
5,614
6,496
7,251
7,875
8,363
8,704
8,872
8,837
8,57
8,067
7,359
6,513
5,623
4,786
4,083
3,564
3,247
3,119
3,145
3,272
3,449
3,644
3,843
4,053
4,288
4,555
4,841
5,102
5,275
5,302
5,158
4,854
4,427
3,915
3,351
2,756
2,142
1,514
0,876
0,233
-0,404
-1,012
-1,553
-1,974
-2,225
-2,269
-2,093
-1,71
-1,154
-0,475
0,274
1,047
1,82
2,594
3,404
4,303
5,351
6,589
8,017
9,594
11,235
12,831
14,272
15,468
16,367
16,96
17,282
17,397
17,382
17,315
17,257
17,243
17,28
17,348
17,404
17,396
17,262
16,944
16,393
15,583
14,514
13,212
11,724
10,11
8,431
6,737
5,068
3,447
1,894
0,424
-0,939
-2,165
-3,225
-4,095
-4,764
-5,23
-5,503
-5,595
-5,522
-5,3
-4,948
-4,497
-3,988
-3,466
-2,978
-2,564
-2,255
-2,064
-1,987
-2
-2,07
-2,157
-2,214
-2,19
-2,037
-1,718
-1,217
-0,537
0,307
1,29
2,376
3,526
4,698
5,846
6,925
7,892
8,703
9,328
9,755
9,991
10,06
9,991
9,812
9,545
9,213
8,844
8,477
8,16
7,951
7,911
8,085
8,489
9,101
9,867
10,711
11,546
12,288
12,864
13,222
13,338
13,216
12,883
12,382
11,762
11,082
10,405
9,802
9,343
9,09
9,093
9,384
9,976
10,851
11,944
13,154
14,366
15,482
16,449
17,264
17,954
18,558
19,107
19,609
20,043
20,364
20,516
20,455
20,166
19,676
19,046
18,357
17,685
17,083
16,567
16,118
15,691
15,235
14,71
14,11
13,461
12,81
12,212
11,709
11,323
11,057
10,897
10,816
10,774
10,72
10,606
10,392
10,065
9,645
9,189
8,78
8,502
8,428
8,604
9,034
9,684
10,483
11,335
12,142
12,811
13,269
13,454
13,331
12,895
12,186
11,277
10,262
9,233
8,272
7,44
6,78
6,316
6,062
6,02
6,197
6,599
7,22
8,033
8,99
10,023
11,058
12,026
12,889
13,644
14,313
14,929
15,506
16,042
16,508
16,866
17,073
17,099
16,928
16,556
15,991
15,259
14,404
13,499
12,623
11,849
11,221
10,748
10,411
10,171
9,981
9,795
9,575
9,29
8,92
8,463
7,926
7,334
6,729
6,165
5,698
5,376
5,226
5,246
5,41
5,671
5,983
6,308
6,622
6,92
7,211
7,529
7,934
8,499
9,29
10,338
11,63
13,106
14,688
16,292
17,841
19,27
20,518
21,539
22,306
22,809
23,059
23,077
22,892
22,534
22,035
21,423
20,716
19,928
19,075
18,174
17,248
16,333
15,474
14,73
14,159
13,809
13,702
13,82
14,106
14,472
14,814
15,033
15,049
14,809
14,297
13,531
12,558
11,455
10,311
9,221
8,261
7,476
6,872
6,414
6,04
5,674
5,242
4,682
3,953
3,04
1,958
0,753
-0,499
-1,702
-2,756
-3,574
-4,109
-4,365
-4,386
-4,239
-3,987
-3,686
-3,381
-3,111
-2,914
-2,827
-2,877
-3,088
-3,469
-4,015
-4,712
-5,54
-6,48
-7,508
-8,589
-9,671
-10,691
-11,585
-12,31
-12,847
-13,199
-13,377
-13,399
-13,289
-13,078
-12,798
-12,475
-12,124
-11,756
-11,378
-10,995
-10,615
-10,244
-9,89
-9,565
-9,296
-9,118
-9,063
-9,144
-9,341
-9,6
-9,843
-9,985
-9,956
-9,713
-9,258
-8,632
-7,905
-7,171
-6,531
-6,089
-5,936
-6,127
-6,673
-7,533
-8,624
-9,839
-11,076
-12,254
-13,323
-14,255
-15,037
-15,659
-16,096
-16,313
-16,261
-15,892
-15,181
-14,134
-12,794
-11,23
-9,528
-7,776
-6,062
-4,475
-3,1
-2,02
-1,305
-1,004
-1,132
-1,666
-2,545
-3,684
-4,985
-6,343
-7,651
-8,797
-9,676
-10,193
-10,279
-9,903
-9,077
-7,854
-6,327
-4,61
-2,832
-1,114
0,449
1,802
2,941
3,906
4,761
5,566
6,353
7,112
7,8
8,357
8,73
8,889
8,828
8,554
8,088
7,46
6,716
5,911
5,106
4,365
3,739
3,265
2,949
2,772
2,696
2,686
2,717
2,769
2,822
2,853
2,842
2,776
2,663
2,534
2,439
2,432
2,567
2,882
3,392
4,085
4,918
5,831
6,757
7,64
8,441
9,143
9,747
10,267
10,723
11,134
11,505
11,828
12,075
12,206
12,171
11,925
11,438
10,71
9,777
8,703
7,562
6,435
5,39
4,486
3,767
3,269
3,014
3,016
3,279
3,789
4,51
5,377
6,308
7,206
7,982
8,567
8,934
9,1
9,122
9,077
9,047
9,096
9,268
9,58
10,024
10,565
11,148
11,708
12,18
12,514
12,688
12,711
12,621
12,465
12,288
12,123
11,994
11,922
11,923
12,002
12,148
12,327
12,493
12,59
12,571
12,407
12,096
11,657
11,116
10,5
9,822
9,09
8,312
7,507
6,711
5,966
5,31
4,755
4,284
3,857
3,423
2,932
2,347
1,663
0,908
0,154
-0,502
-0,953
-1,108
-0,911
-0,351
0,533
1,663
2,934
4,236
5,476
6,588
7,524
8,243
8,7
8,847
8,641
8,068
7,158
5,98
4,632
3,206
1,771
0,367
-0,983
-2,255
-3,412
-4,397
-5,138
-5,563
-5,622
-5,312
-4,684
-3,843
-2,92
-2,04
-1,301
-0,764
-0,458
-0,387
-0,537
-0,889
-1,425
-2,124
-2,958
-3,88
-4,832
-5,737
-6,516
-7,087
-7,388
-7,378
-7,049
-6,428
-5,577
-4,593
-3,592
-2,698
-2,019
-1,63
-1,564
-1,816
-2,359
-3,158
-4,186
-5,419
-6,838
-8,415
-10,111
-11,868
-13,617
-15,287
-16,825
-18,203
-19,422
-20,511
-21,518
-22,503
-23,518
-24,604
-25,773
-27,016
-28,309
-29,617
-30,898
-32,104
-33,187
-34,11
-34,858
-35,434
-35,853
-36,136
-36,3
-36,354
-36,295
-36,112
-35,786
-35,299
-34,631
-33,769
-32,713
-31,481
-30,113
-28,666
-27,204
-25,783
-24,452
-23,248
-22,197
-21,317
-20,618
-20,098
-19,747
-19,543
-19,461
-19,472
-19,554
-19,698
-19,905
-20,179
-20,518
-20,906
-21,319
-21,711
-22,021
-22,177
-22,124
-21,843
-21,366
-20,772
-20,168
-19,674
-19,4
-19,427
-19,786
-20,456
-21,369
-22,421
-23,496
-24,493
-25,337
-25,988
-26,427
-26,651
-26,662
-26,47
-26,082
-25,508
-24,755
-23,837
-22,789
-21,666
-20,541
-19,492
-18,59
-17,886
-17,414
-17,18
-17,174
-17,369
-17,732
-18,236
-18,858
-19,581
-20,377
-21,2
-21,98
-22,636
-23,093
-23,309
-23,286
-23,066
-22,722
-22,342
-22,006
-21,778
-21,701
-21,794
-22,046
-22,426
-22,878
-23,344
-23,775
-24,136
-24,411
-24,6
-24,721
-24,804
-24,885
-24,994
-25,152
-25,366
-25,626
-25,92
-26,236
-26,579
-26,972
-27,46
-28,099
-28,949
-30,064
-31,483
-33,216
-35,232
-37,447
-39,72
-41,874
-43,733
-45,163
-46,093
-46,512
-46,446
-45,938
-45,035
-43,786
-42,254
-40,51
-38,629
-36,685
-34,75
-32,895
-31,199
-29,739
-28,573
-27,737
-27,236
-27,051
-27,143
-27,461
-27,955
-28,591
-29,353
-30,241
-31,271
-32,458
-33,804
-35,277
-36,805
-38,281
-39,581
-40,594
-41,241
-41,491
-41,359
-40,897
-40,172
-39,255
-38,202
-37,054
-35,827
-34,512
-33,093
-31,56
-29,921
-28,193
-26,4
-24,572
-22,744
-20,964
-19,303
-17,853
-16,729
-16,045
-15,889
-16,3
-17,255
-18,673
-20,419
-22,329
-24,224
-25,941
-27,348
-28,355
-28,914
-29,018
-28,697
-28,017
-27,069
-25,955
-24,771
-23,591
-22,463
-21,403
-20,392
-19,396
-18,374
-17,284
-16,087
-14,748
-13,238
-11,544
-9,671
-7,655
-5,554
-3,432
-1,346
0,668
2,594
4,428
6,173
7,837
9,425
10,945
12,388
13,736
14,959
16,022
16,895
17,567
18,047
18,357
18,524
18,563
18,468
18,215
17,774
17,123
16,272
15,27
14,199
13,165
12,276
11,615
11,224
11,097
11,189
11,427
11,73
12,02
12,237
12,341
12,32
12,178
11,933
11,6
11,192
10,716
10,185
9,611
9,004
8,366
7,685
6,947
6,139
5,262
4,343
3,439
2,625
1,974
1,534
1,312
1,272
1,352
1,484
1,618
1,727
1,815
1,907
2,049
2,289
2,666
3,199
3,879
4,664
5,488
6,266
6,911
7,351
7,539
7,462
7,133
6,586
5,865
5,005
4,038
2,987
1,885
0,773
-0,302
-1,294
-2,168
-2,902
-3,48
-3,883
-4,089
-4,067
-3,784
-3,205
-2,308
-1,084
0,442
2,213
4,13
6,067
7,881
9,446
10,666
11,496
11,933
12,009
11,783
11,324
10,71
10,016
9,307
8,62
7,967
7,331
6,686
6,002
5,259
4,453
3,596
2,715
1,849
1,04
0,341
-0,186
-0,468
-0,434
-0,028
0,774
1,947
3,421
5,093
6,844
8,571
10,192
11,651
12,908
13,923
14,659
15,086
15,19
14,989
14,535
13,912
13,218
12,55
11,989
11,586
11,359
11,29
11,334
11,419
11,462
11,386
11,139
10,71
10,135
9,489
8,874
8,391
8,117
8,092
8,302
8,693
9,172
9,636
9,987
10,143
10,055
9,714
9,16
8,481
7,791
7,206
6,821
6,691
6,832
7,229
7,845
8,633
9,545
10,539
11,585
12,658
13,741
14,822
15,892
16,932
17,912
18,795
19,542
20,131
20,554
20,81
20,905
20,836
20,604
20,214
19,688
19,064
18,398
17,743
17,148
16,647
16,256
15,972
15,779
15,653
15,565
15,489
15,406
15,294
15,134
14,891
14,515
13,943
13,129
12,071
10,829
9,516
8,274
7,235
6,49
6,064
5,916
5,956
6,077
6,189
6,238
6,207
6,111
5,99
5,905
5,922
6,108
6,513
7,156
8,021
9,048
10,139
11,181
12,058
12,683
13,011
13,055
12,875
12,562
12,21
11,902
11,696
11,622
11,68
11,839
12,048
12,242
12,355
12,324
12,108
11,696
11,113
10,409
9,65
8,901
8,217
7,628
7,131
6,692
6,258
5,781
5,238
4,629
3,974
3,296
2,62
1,967
1,362
0,84
0,442
0,211
0,175
0,342
0,684
1,142
1,627
2,044
2,306
2,365
2,224
1,944
1,627
1,395
1,352
1,555
1,991
2,574
3,17
3,632
3,836
3,706
3,227
2,437
1,408
0,231
-1
-2,204
-3,313
-4,283
-5,09
-5,721
-6,178
-6,462
-6,586
-6,572
-6,465
-6,329
-6,243
-6,286
-6,521
-6,984
-7,681
-8,589
-9,659
-10,825
-12,016
-13,17
-14,238
-15,182
-15,965
-16,55
-16,9
-16,989
-16,81
-16,386
-15,762
-15,003
-14,172
-13,328
-12,512
-11,74
-10,998
-10,249
-9,442
-8,531
-7,488
-6,304
-4,992
-3,582
-2,129
-0,717
0,55
1,563
2,234
2,517
2,415
1,982
1,296
0,448
-0,484
-1,442
-2,399
-3,342
-4,264
-5,143
-5,946
-6,63
-7,162
-7,531
-7,763
-7,912
-8,043
-8,214
-8,466
-8,83
-9,326
-9,97
-10,769
-11,71
-12,752
-13,835
-14,878
-15,81
-16,578
-17,16
-17,558
-17,779
-17,825
-17,699
-17,409
-16,99
-16,499
-16,015
-15,629
-15,419
-15,443
-15,725
-16,258
-17,009
-17,934
-18,981
-20,094
-21,211
-22,25
-23,124
-23,741
-24,026
-23,925
-23,411
-22,486
-21,178
-19,548
-17,691
